index,age_upon_outcome,animal_id,animal_type,name,breed,color1,color2,date_of_birth,outcome_subtype,outcome_type,outcome_month,outcome_year
17555,2 weeks,A724501,Cat,,domestic shorthair,orange ,white,2016-04-03 00:00:00,Partner,Transfer,4,2016
17556,9 years,A736929,Cat,,domestic shorthair,seal,,2007-10-19 00:00:00,Partner,Transfer,10,2016
17557,1 year,A730255,Cat,Nelson,siamese,seal,,2014-12-02 00:00:00,,Return to Owner,7,2016
17558,2 weeks,A737067,Cat,,domestic shorthair,black,,2016-10-06 00:00:00,Partner,Transfer,10,2016
17559,2 days,A700913,Cat,,domestic shorthair,brown,,2015-04-19 00:00:00,Partner,Transfer,4,2015
17560,1 month,A715338,Cat,,domestic shorthair,white,orange,2015-09-04 00:00:00,Enroute,Died,11,2015
17561,8 years,A750607,Cat,Taboo,domestic shorthair,white,,2009-05-31 00:00:00,Partner,Transfer,6,2017
17562,4 months,A755664,Cat,,domestic shorthair,black,,2017-04-07 00:00:00,Partner,Transfer,8,2017
17563,3 months,A729082,Cat,,domestic shorthair,brown ,white,2016-03-22 00:00:00,,Adoption,6,2016
17564,2 months,A728238,Cat,,domestic shorthair,Breed Specific,,2016-04-15 00:00:00,,Adoption,6,2016
17565,3 months,A702986,Cat,*Bonita,domestic shorthair,brown,,2015-04-01 00:00:00,Partner,Transfer,7,2015
17566,1 month,A708004,Cat,,domestic shorthair,Breed Specific,,2015-05-21 00:00:00,Suffering,Euthanasia,7,2015
17567,3 weeks,A731847,Cat,,domestic shorthair,black,white,2016-07-06 00:00:00,Partner,Transfer,7,2016
17568,2 months,A762809,Cat,,domestic shorthair,brown,,2017-09-20 00:00:00,,Adoption,12,2017
17569,3 years,A717683,Cat,Tabitha,domestic shorthair,brown,,2012-12-12 00:00:00,,Adoption,1,2016
17570,2 months,A749256,Cat,,domestic shorthair,brown,,2017-02-12 00:00:00,Medical,Euthanasia,5,2017
17571,2 months,A707019,Cat,,domestic shorthair,brown,,2015-05-06 00:00:00,,Adoption,7,2015
17572,2 months,A704350,Cat,*Chili,domestic shorthair,cream,,2015-04-03 00:00:00,,Adoption,6,2015
17573,7 years,A742176,Cat,,domestic shorthair,black,white,2009-07-29 00:00:00,Partner,Transfer,1,2017
17574,7 months,A746116,Cat,*Beautiful,domestic shorthair,brown ,white,2016-08-29 00:00:00,,Adoption,4,2017
17575,2 months,A727648,Cat,,domestic shorthair,blue ,white,2016-04-24 00:00:00,Foster,Adoption,7,2016
17576,2 months,A737039,Cat,Jill,domestic shorthair,white,black,2016-08-10 00:00:00,,Adoption,10,2016
17577,2 months,A715503,Cat,*Hardy,domestic shorthair,black ,white,2015-09-20 00:00:00,,Adoption,11,2015
17578,1 year,A737239,Cat,Prince Bacon,domestic shorthair,blue,,2015-10-24 00:00:00,Partner,Transfer,11,2016
17579,1 week,A724471,Cat,,domestic shorthair,brown,,2016-04-11 00:00:00,Partner,Transfer,4,2016
17580,1 month,A736759,Cat,*Page,domestic shorthair,orange,,2016-09-09 00:00:00,Partner,Transfer,10,2016
17581,13 years,A745354,Cat,Itty,domestic longhair,blue,white,2004-03-16 00:00:00,,Adoption,3,2017
17582,2 months,A740402,Cat,,domestic shorthair,cream,,2016-10-16 00:00:00,,Adoption,12,2016
17583,2 months,A738582,Cat,*Jax,domestic shorthair,brown,,2016-10-10 00:00:00,,Adoption,12,2016
17584,1 weeks,A727442,Cat,,domestic shorthair,black,,2016-05-11 00:00:00,Partner,Transfer,5,2016
17585,2 weeks,A726931,Cat,,domestic shorthair,gray,,2016-05-01 00:00:00,Suffering,Euthanasia,5,2016
17586,2 months,A702941,Cat,Smokey,domestic mediumhair,blue ,white,2015-04-05 00:00:00,,Adoption,6,2015
17587,3 weeks,A704322,Cat,,domestic shorthair,Breed Specific,white,2015-05-12 00:00:00,Partner,Transfer,6,2015
17588,2 years,A701965,Cat,,domestic shorthair,black,white,2013-05-07 00:00:00,SCRP,Transfer,5,2015
17589,2 months,A701583,Cat,*Lucy,domestic shorthair,orange,,2015-03-17 00:00:00,Foster,Adoption,6,2015
17590,6 months,A718088,Cat,*Neeley,domestic mediumhair,Breed Specific,,2015-06-21 00:00:00,,Adoption,12,2015
17591,6 years,A540171,Cat,Chester,domestic shorthair,black,,2009-03-24 00:00:00,,Return to Owner,8,2015
17592,5 years,A747676,Cat,Kali,domestic shorthair,black,,2012-06-23 00:00:00,,Adoption,7,2017
17593,5 weeks,A750606,Cat,*Shelley,domestic mediumhair,black,,2017-05-04 00:00:00,Partner,Transfer,6,2017
17594,2 years,A734278,Cat,,domestic shorthair,brown,,2014-09-03 00:00:00,SCRP,Transfer,9,2016
17595,2 weeks,A701936,Cat,,domestic shorthair,black,,2015-04-21 00:00:00,Partner,Transfer,5,2015
17596,4 months,A735659,Cat,,domestic mediumhair,white,brown,2016-08-01 00:00:00,Foster,Adoption,12,2016
17597,2 months,A711574,Cat,John,domestic shorthair,orange,,2015-07-25 00:00:00,Partner,Transfer,10,2015
17598,2 weeks,A751718,Cat,*Cally,domestic shorthair,Breed Specific,,2017-05-27 00:00:00,Partner,Transfer,6,2017
17599,1 week,A749384,Cat,,domestic shorthair,white,black,2017-05-07 00:00:00,Partner,Transfer,5,2017
17600,2 weeks,A724788,Cat,,domestic shorthair,white,,2016-04-06 00:00:00,Partner,Transfer,4,2016
17601,4 months,A758104,Cat,Louisa,domestic shorthair,Breed Specific,white,2017-05-11 00:00:00,Offsite,Adoption,9,2017
17602,2 weeks,A726311,Cat,,domestic shorthair,black,,2016-04-19 00:00:00,Partner,Transfer,5,2016
17603,4 years,A675346,Cat,Shiksa,maine coon,brown,,2012-03-26 00:00:00,Partner,Transfer,3,2017
17604,2 months,A702395,Cat,,domestic shorthair,brown,,2015-03-22 00:00:00,Partner,Transfer,5,2015
17605,2 months,A738018,Cat,*Arlo,domestic shorthair,black,white,2016-08-24 00:00:00,,Adoption,11,2016
17606,1 month,A704138,Cat,,domestic shorthair,blue ,white,2015-04-06 00:00:00,Partner,Transfer,6,2015
17607,3 months,A740285,Cat,,domestic shorthair,black,,2016-09-14 00:00:00,SCRP,Transfer,12,2016
17608,2 months,A751233,Cat,*Annabelle,domestic shorthair,blue,,2017-04-13 00:00:00,,Adoption,6,2017
17609,1 month,A718044,Cat,,domestic shorthair,brown ,white,2015-10-20 00:00:00,Partner,Transfer,12,2015
17610,1 year,A703648,Cat,,domestic mediumhair,black,white,2014-05-27 00:00:00,Suffering,Euthanasia,5,2015
17611,1 year,A745473,Cat,Alex,domestic shorthair,orange,,2016-03-18 00:00:00,Partner,Transfer,3,2017
17612,9 months,A741052,Cat,*Marie,domestic shorthair,Breed Specific,,2016-03-27 00:00:00,,Adoption,1,2017
17613,10 months,A735391,Cat,*Terra,domestic shorthair,brown ,white,2016-03-23 00:00:00,,Adoption,2,2017
17614,5 months,A752957,Cat,Percy,domestic shorthair,blue,,2017-01-29 00:00:00,,Return to Owner,7,2017
17615,2 years,A709433,Cat,*Aimee,domestic shorthair,Breed Specific,white,2013-08-08 00:00:00,Partner,Transfer,8,2015
17616,2 months,A751540,Cat,Dracula,domestic mediumhair,black,,2017-04-09 00:00:00,,Adoption,6,2017
17617,2 months,A758207,Cat,,domestic shorthair,Breed Specific,white,2017-09-01 00:00:00,,Adoption,11,2017
17618,2 months,A752086,Cat,,siamese,white,,2017-04-10 00:00:00,,Adoption,6,2017
17619,2 months,A717572,Cat,*Parsnip,domestic mediumhair/siamese,lynx,,2015-09-30 00:00:00,,Adoption,12,2015
17620,6 years,A617445,Cat,Ms Blue,domestic shorthair,blue,,2011-01-06 00:00:00,,Adoption,12,2017
17621,1 year,A739653,Cat,,domestic shorthair,brown,,2015-12-05 00:00:00,SCRP,Transfer,12,2016
17622,2 years,A701127,Cat,,snowshoe,seal ,white,2013-04-24 00:00:00,SCRP,Transfer,4,2015
17623,2 months,A707681,Cat,*Dopey,domestic shorthair,black,,2015-06-01 00:00:00,,Adoption,8,2015
17624,7 years,A731320,Cat,*Bobo,domestic shorthair,blue ,white,2009-07-20 00:00:00,Foster,Adoption,1,2017
17625,2 months,A753047,Cat,*Mardi,domestic shorthair,black,white,2017-04-30 00:00:00,,Adoption,7,2017
17626,2 months,A751854,Cat,*Henrietta,siamese,lynx,,2017-04-26 00:00:00,,Adoption,7,2017
17627,2 months,A733038,Cat,*Bruce,domestic shorthair,orange,,2016-06-09 00:00:00,,Adoption,8,2016
17628,4 months,A748739,Cat,*Lola,domestic shorthair,Breed Specific,white,2017-03-28 00:00:00,Foster,Adoption,8,2017
17629,3 months,A756661,Cat,*Suzette,domestic shorthair,Breed Specific,white,2017-05-23 00:00:00,,Adoption,8,2017
17630,2 months,A738124,Cat,*Ignatius,domestic shorthair,orange ,white,2016-09-03 00:00:00,Foster,Adoption,11,2016
17631,10 months,A735440,Cat,*Phoebe,domestic shorthair,brown,,2016-01-23 00:00:00,,Adoption,11,2016
17632,3 months,A754462,Cat,,domestic shorthair,Breed Specific,,2017-04-21 00:00:00,,Adoption,7,2017
17633,2 weeks,A747091,Cat,,domestic shorthair,black,,2017-03-29 00:00:00,Partner,Transfer,4,2017
17634,2 years,A680343,Cat,*Riley,domestic shorthair,black,,2014-04-25 00:00:00,,Adoption,1,2017
17635,5 months,A741659,Cat,Orestes,domestic shorthair,black,,2016-07-23 00:00:00,,Return to Owner,1,2017
17636,2 months,A705139,Cat,*Zachary,domestic shorthair,black,white,2015-04-13 00:00:00,Partner,Transfer,6,2015
17637,1 month,A735268,Cat,,domestic shorthair,black,white,2016-08-14 00:00:00,Partner,Transfer,9,2016
17638,1 month,A750965,Cat,*Grace,domestic shorthair,blue,,2017-05-04 00:00:00,Foster,Adoption,7,2017
17639,2 months,A741667,Cat,Kiana,domestic shorthair,Breed Specific,,2016-10-21 00:00:00,,Adoption,1,2017
17640,3 months,A702223,Cat,*Susan,domestic shorthair,Breed Specific,,2015-04-19 00:00:00,Foster,Adoption,8,2015
17641,2 weeks,A707502,Cat,,domestic shorthair,cream,,2015-06-25 00:00:00,Partner,Transfer,7,2015
17642,5 months,A712673,Cat,Castle,siamese,seal,,2015-05-10 00:00:00,,Adoption,10,2015
17643,5 years,A740691,Cat,Kitty Surpri,domestic longhair,black,white,2011-12-21 00:00:00,,Return to Owner,12,2016
17644,3 months,A735987,Cat,,domestic longhair,silver lynx,,2016-07-02 00:00:00,,Adoption,10,2016
17645,2 weeks,A757053,Cat,,domestic shorthair,black,,2017-08-14 00:00:00,Partner,Transfer,8,2017
17646,4 weeks,A733243,Cat,,domestic shorthair,cream,,2016-07-19 00:00:00,Partner,Transfer,8,2016
17647,2 months,A726863,Cat,Tigger,domestic shorthair,brown ,white,2016-03-31 00:00:00,,Adoption,6,2016
17648,1 year,A753871,Cat,*Olivia,domestic shorthair,blue,white,2016-07-12 00:00:00,,Adoption,9,2017
17649,1 month,A748765,Cat,,siamese,lilac,,2017-04-21 00:00:00,Partner,Transfer,6,2017
17650,4 months,A704903,Cat,*Crash,domestic shorthair,white,orange,2015-02-10 00:00:00,Partner,Transfer,6,2015
17651,2 months,A702419,Cat,*Baxter,domestic shorthair,orange ,white,2015-04-14 00:00:00,,Adoption,6,2015
17652,1 month,A733548,Cat,*Henry,domestic shorthair,blue,,2016-07-08 00:00:00,,Adoption,9,2016
17653,2 months,A702139,Cat,*Sitka,domestic shorthair,Breed Specific,,2015-03-29 00:00:00,,Adoption,6,2015
17654,2 months,A728940,Cat,Buddy,domestic shorthair,orange,,2016-04-01 00:00:00,,Adoption,6,2016
17655,2 months,A751995,Cat,,domestic shorthair,orange,,2017-04-16 00:00:00,,Adoption,6,2017
17656,2 months,A707684,Cat,*Guppy,domestic shorthair,black,,2015-06-01 00:00:00,,Adoption,8,2015
17657,2 months,A753816,Cat,*Snap,domestic shorthair,brown,,2017-05-31 00:00:00,Partner,Transfer,8,2017
17658,12 years,A731633,Cat,*Brianna,domestic shorthair,brown ,white,2004-09-19 00:00:00,,Adoption,9,2016
17659,3 years,A653524,Cat,*Acorn,domestic shorthair,black,white,2012-05-07 00:00:00,Partner,Transfer,11,2015
17660,1 month,A705882,Cat,,domestic shorthair,brown,,2015-05-22 00:00:00,Partner,Transfer,7,2015
17661,2 months,A750072,Cat,*Emma,domestic shorthair,blue ,white,2017-04-15 00:00:00,Foster,Adoption,6,2017
17662,2 months,A727513,Cat,Mr.Whiskers,domestic shorthair,blue,,2016-04-16 00:00:00,Foster,Adoption,7,2016
17663,3 months,A752662,Cat,,domestic mediumhair,orange,white,2017-03-25 00:00:00,,Adoption,6,2017
17664,2 months,A708338,Cat,*Sophia,domestic shorthair,black,,2015-06-04 00:00:00,Partner,Transfer,8,2015
17665,5 months,A720502,Cat,,domestic shorthair,black,,2015-09-10 00:00:00,SCRP,Transfer,2,2016
17666,1 month,A738291,Cat,*Sierra,domestic shorthair,brown ,white,2016-10-12 00:00:00,,Adoption,12,2016
17667,2 months,A757227,Cat,,domestic mediumhair,white,black,2017-06-16 00:00:00,,Adoption,9,2017
17668,2 weeks,A710507,Cat,,domestic shorthair,brown ,white,2015-08-06 00:00:00,Partner,Transfer,8,2015
17669,2 months,A751721,Cat,*Leah,domestic shorthair,black,white,2017-05-06 00:00:00,,Adoption,7,2017
17670,4 years,A727634,Cat,*Daisy,domestic shorthair,Breed Specific,,2012-05-24 00:00:00,,Adoption,7,2016
17671,2 years,A744206,Cat,,domestic shorthair,black,white,2015-02-25 00:00:00,SCRP,Transfer,2,2017
17672,9 years,A729520,Cat,*Charlotte,siamese,lynx,,2007-06-19 00:00:00,Partner,Transfer,6,2016
17673,3 months,A730082,Cat,*Eclipse,domestic shorthair,black,,2016-05-24 00:00:00,,Adoption,9,2016
17674,4 months,A749130,Cat,*Mite,domestic shorthair,black,,2017-04-11 00:00:00,Foster,Adoption,8,2017
17675,2 years,A753957,Cat,*Grover,domestic shorthair,orange ,white,2015-07-13 00:00:00,,Adoption,8,2017
17676,2 months,A704460,Cat,Shrek,domestic longhair,brown,,2015-05-05 00:00:00,Foster,Adoption,7,2015
17677,1 year,A724773,Cat,Wheatley,domestic shorthair,orange ,white,2015-04-21 00:00:00,,Return to Owner,4,2016
17678,3 years,A703199,Cat,Quimby,domestic shorthair,black,white,2012-05-21 00:00:00,,Return to Owner,5,2015
17679,1 weeks,A711810,Cat,,domestic shorthair,brown,,2015-08-31 00:00:00,Partner,Transfer,9,2015
17680,2 months,A736286,Cat,*Spike,domestic shorthair,black,white,2016-08-08 00:00:00,,Adoption,10,2016
17681,2 months,A703161,Cat,*Daisy,domestic shorthair,brown,,2015-04-04 00:00:00,,Adoption,6,2015
17682,2 months,A758906,Cat,,domestic shorthair,cream,,2017-07-23 00:00:00,Partner,Transfer,9,2017
17683,1 month,A703987,Cat,*August,domestic shorthair,black,white,2015-05-01 00:00:00,Partner,Transfer,6,2015
17684,3 weeks,A710315,Cat,,domestic shorthair,brown,,2015-07-27 00:00:00,Partner,Transfer,8,2015
17685,4 months,A712391,Cat,,domestic shorthair,blue,,2015-09-12 00:00:00,Foster,Adoption,1,2016
17686,2 months,A711997,Cat,Cuddy,domestic shorthair,orange,,2015-07-27 00:00:00,,Adoption,10,2015
17687,5 months,A711153,Cat,*Margot,domestic mediumhair,blue,,2015-04-02 00:00:00,,Adoption,9,2015
17688,0 years,A749512,Cat,,domestic shorthair,black,,2017-05-15 00:00:00,Partner,Transfer,5,2017
17689,1 month,A747315,Cat,,domestic shorthair,black,,2017-03-03 00:00:00,Partner,Transfer,4,2017
17690,4 months,A707187,Cat,*Sweetness,domestic mediumhair,black,,2015-06-02 00:00:00,Foster,Adoption,10,2015
17691,3 years,A707647,Cat,*Zara,domestic shorthair,brown,,2012-07-15 00:00:00,Partner,Transfer,8,2015
17692,10 months,A721365,Cat,Wish,domestic shorthair,brown ,black,2015-04-25 00:00:00,In Kennel,Died,2,2016
17693,3 months,A713540,Cat,*Templeton,domestic shorthair,brown,,2015-08-16 00:00:00,,Adoption,11,2015
17694,8 months,A733655,Cat,*Mercy,domestic shorthair,Breed Specific,,2016-01-25 00:00:00,Partner,Transfer,9,2016
17695,4 weeks,A732894,Cat,,domestic shorthair,orange,,2016-07-14 00:00:00,Partner,Transfer,8,2016
17696,2 months,A708055,Cat,*Addie,domestic shorthair,Breed Specific,,2015-05-22 00:00:00,,Adoption,7,2015
17697,2 months,A729020,Cat,*Misty,domestic shorthair,black ,white,2016-03-28 00:00:00,Partner,Transfer,6,2016
17698,2 years,A750143,Cat,,domestic shorthair,black,,2015-05-23 00:00:00,Partner,Transfer,6,2017
17699,4 weeks,A741705,Cat,,domestic shorthair,black,,2016-12-07 00:00:00,Partner,Transfer,1,2017
17700,1 year,A732521,Cat,Damion,domestic shorthair,brown,,2015-08-09 00:00:00,,Adoption,8,2016
17701,2 months,A706996,Cat,*Captain,domestic shorthair,white,brown,2015-04-30 00:00:00,Partner,Transfer,7,2015
17702,2 months,A749322,Cat,,domestic shorthair,Breed Specific,,2017-04-28 00:00:00,Foster,Adoption,7,2017
17703,4 years,A759264,Cat,Ally,domestic longhair,Breed Specific,,2013-09-29 00:00:00,,Adoption,10,2017
17704,1 year,A732582,Cat,Dyno,domestic shorthair,black,,2015-08-10 00:00:00,,Return to Owner,8,2016
17705,2 years,A747553,Cat,Toddy,domestic shorthair,blue,white,2015-04-21 00:00:00,,Adoption,4,2017
17706,4 weeks,A706151,Cat,,domestic shorthair,brown ,white,2015-05-25 00:00:00,Suffering,Euthanasia,6,2015
17707,5 years,A722947,Cat,,domestic shorthair,black,,2012-04-10 00:00:00,,Return to Owner,4,2017
17708,1 year,A729880,Cat,,domestic mediumhair,black,white,2015-06-24 00:00:00,In Kennel,Died,6,2016
17709,1 month,A727584,Cat,*Harry,domestic shorthair,brown,,2016-04-23 00:00:00,In Surgery,Died,6,2016
17710,3 months,A716243,Cat,*Sia,domestic shorthair,black,,2015-09-17 00:00:00,Partner,Transfer,12,2015
17711,1 year,A727754,Cat,,domestic shorthair,brown ,white,2015-05-25 00:00:00,SCRP,Transfer,5,2016
17712,2 months,A710653,Cat,*Drake,domestic shorthair,blue ,white,2015-08-08 00:00:00,,Adoption,10,2015
17713,1 month,A701615,Cat,,domestic shorthair,orange,,2015-03-30 00:00:00,Partner,Transfer,5,2015
17714,4 months,A752058,Cat,*Larry,domestic shorthair,black,white,2017-05-02 00:00:00,Foster,Adoption,9,2017
17715,7 years,A698636,Cat,*William,domestic shorthair,black,white,2008-03-15 00:00:00,,Adoption,4,2015
17716,1 year,A744634,Cat,,domestic shorthair,black,white,2016-03-04 00:00:00,SCRP,Transfer,3,2017
17717,2 months,A739761,Cat,,domestic shorthair,brown,,2016-10-06 00:00:00,,Adoption,12,2016
17718,4 months,A733861,Cat,,domestic shorthair,orange,,2016-04-13 00:00:00,SCRP,Transfer,8,2016
17719,1 year,A763546,Cat,,domestic shorthair,black,,2016-12-10 00:00:00,Snr,Transfer,12,2017
17720,3 weeks,A703857,Cat,,domestic shorthair,blue,,2015-05-07 00:00:00,Partner,Transfer,5,2015
17721,2 months,A734357,Cat,*Claire,domestic shorthair,blue ,white,2016-08-14 00:00:00,Partner,Transfer,10,2016
17722,1 year,A728647,Cat,,domestic shorthair,blue,,2015-06-06 00:00:00,SCRP,Transfer,6,2016
17723,3 months,A708998,Cat,Athena,domestic shorthair,brown ,white,2015-05-03 00:00:00,,Adoption,8,2015
17724,3 months,A728009,Cat,Bella,domestic shorthair,blue,,2016-04-14 00:00:00,,Adoption,7,2016
17725,3 months,A707049,Cat,Ron,domestic shorthair,black,,2015-06-15 00:00:00,,Adoption,9,2015
17726,3 weeks,A730988,Cat,,domestic longhair,Breed Specific,,2016-06-22 00:00:00,Partner,Transfer,7,2016
17727,2 months,A748681,Cat,*Gemma,domestic shorthair,blue ,white,2017-04-05 00:00:00,Foster,Adoption,7,2017
17728,1 year,A732924,Cat,Felix,domestic shorthair,black,white,2015-08-15 00:00:00,,Adoption,8,2016
17729,2 years,A749316,Cat,*Ophelia,domestic shorthair,brown,,2015-05-13 00:00:00,Partner,Transfer,5,2017
17730,2 months,A754965,Cat,*Apollo,domestic shorthair,orange,,2017-06-15 00:00:00,Foster,Adoption,8,2017
17731,5 weeks,A748821,Cat,,domestic longhair,black,,2017-04-02 00:00:00,Partner,Transfer,5,2017
17732,4 weeks,A704829,Cat,,domestic shorthair,brown ,white,2015-05-25 00:00:00,In Foster,Died,6,2015
17733,5 months,A728491,Cat,*Bonnie,domestic shorthair,black,,2016-04-22 00:00:00,,Adoption,10,2016
17734,8 years,A713813,Cat,*Leilo,domestic longhair,brown ,white,2007-10-13 00:00:00,Partner,Transfer,10,2015
17735,4 years,A756160,Cat,Baxter,domestic shorthair,gray,,2013-08-15 00:00:00,,Adoption,8,2017
17736,1 month,A714051,Cat,*Brad,domestic shorthair,white,black,2015-09-10 00:00:00,Partner,Transfer,10,2015
17737,2 months,A704588,Cat,,domestic shorthair,white,black,2015-04-06 00:00:00,,Adoption,6,2015
17738,2 months,A746418,Cat,,domestic shorthair,blue,,2017-02-02 00:00:00,,Adoption,4,2017
17739,2 months,A724523,Cat,*Charlie,domestic shorthair,orange,,2016-02-10 00:00:00,,Adoption,4,2016
17740,2 years,A708437,Cat,,domestic shorthair,brown,,2013-07-27 00:00:00,Suffering,Euthanasia,7,2015
17741,2 weeks,A752780,Cat,,domestic shorthair,blue,,2017-06-12 00:00:00,Partner,Transfer,6,2017
17742,3 days,A724159,Cat,,domestic shorthair,orange,,2016-04-10 00:00:00,Partner,Transfer,4,2016
17743,1 week,A734231,Cat,,domestic shorthair,orange,,2016-08-27 00:00:00,Partner,Transfer,9,2016
17744,1 month,A728641,Cat,,domestic shorthair,black,,2016-04-21 00:00:00,Partner,Transfer,6,2016
17745,3 months,A718514,Cat,Tazz,domestic shorthair,cream ,white,2015-10-05 00:00:00,,Adoption,1,2016
17746,1 month,A714343,Cat,*Charlotte,siamese,seal,,2015-09-22 00:00:00,,Adoption,11,2015
17747,4 weeks,A759865,Cat,,domestic shorthair,Breed Specific,,2017-09-12 00:00:00,Partner,Transfer,10,2017
17748,1 month,A745627,Cat,,domestic shorthair,black,,2017-01-25 00:00:00,,Adoption,3,2017
17749,1 year,A710821,Cat,*Fawn,domestic shorthair,Breed Specific,,2014-08-28 00:00:00,Partner,Transfer,10,2015
17750,4 weeks,A745314,Cat,,domestic shorthair,brown,,2017-02-16 00:00:00,Partner,Transfer,3,2017
17751,1 month,A701614,Cat,,domestic shorthair,black,,2015-03-30 00:00:00,Partner,Transfer,5,2015
17752,6 months,A723531,Cat,*Clementine,domestic shorthair,black,,2015-10-14 00:00:00,Partner,Transfer,4,2016
17753,6 months,A716718,Cat,*Green Bean,domestic shorthair,brown,,2015-11-02 00:00:00,Foster,Adoption,5,2016
17754,2 months,A754515,Cat,,domestic shorthair,white,brown,2017-05-09 00:00:00,Partner,Transfer,7,2017
17755,3 weeks,A749064,Cat,,domestic shorthair,Breed Specific,white,2017-04-18 00:00:00,Partner,Transfer,5,2017
17756,2 months,A730045,Cat,,domestic shorthair,brown ,white,2016-04-27 00:00:00,,Adoption,6,2016
17757,2 months,A710881,Cat,*Ruth,domestic shorthair,orange,,2015-07-29 00:00:00,Foster,Adoption,10,2015
17758,2 months,A751689,Cat,Taco,domestic shorthair,black,white,2017-04-19 00:00:00,,Adoption,7,2017
